slice_file_name,fsID,start,end,salience,music_folder,classID,class
Classical-Music_0.wav,Classical-Music_0,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_1.wav,Classical-Music_1,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_2.wav,Classical-Music_2,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_3.wav,Classical-Music_3,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_4.wav,Classical-Music_4,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_5.wav,Classical-Music_5,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_6.wav,Classical-Music_6,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_7.wav,Classical-Music_7,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_8.wav,Classical-Music_8,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_9.wav,Classical-Music_9,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_10.wav,Classical-Music_10,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_11.wav,Classical-Music_11,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_12.wav,Classical-Music_12,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_13.wav,Classical-Music_13,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_14.wav,Classical-Music_14,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_15.wav,Classical-Music_15,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_16.wav,Classical-Music_16,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_17.wav,Classical-Music_17,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_18.wav,Classical-Music_18,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_19.wav,Classical-Music_19,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_20.wav,Classical-Music_20,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_21.wav,Classical-Music_21,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_22.wav,Classical-Music_22,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_23.wav,Classical-Music_23,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_24.wav,Classical-Music_24,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_25.wav,Classical-Music_25,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_26.wav,Classical-Music_26,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_27.wav,Classical-Music_27,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_28.wav,Classical-Music_28,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_29.wav,Classical-Music_29,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_30.wav,Classical-Music_30,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_31.wav,Classical-Music_31,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_32.wav,Classical-Music_32,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_33.wav,Classical-Music_33,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_34.wav,Classical-Music_34,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_35.wav,Classical-Music_35,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_36.wav,Classical-Music_36,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_37.wav,Classical-Music_37,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_38.wav,Classical-Music_38,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_39.wav,Classical-Music_39,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_40.wav,Classical-Music_40,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_41.wav,Classical-Music_41,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_42.wav,Classical-Music_42,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_43.wav,Classical-Music_43,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_44.wav,Classical-Music_44,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_45.wav,Classical-Music_45,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_46.wav,Classical-Music_46,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_47.wav,Classical-Music_47,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_48.wav,Classical-Music_48,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_49.wav,Classical-Music_49,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_50.wav,Classical-Music_50,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_51.wav,Classical-Music_51,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_52.wav,Classical-Music_52,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_53.wav,Classical-Music_53,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_54.wav,Classical-Music_54,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_55.wav,Classical-Music_55,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_56.wav,Classical-Music_56,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_57.wav,Classical-Music_57,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_58.wav,Classical-Music_58,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_59.wav,Classical-Music_59,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_60.wav,Classical-Music_60,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_61.wav,Classical-Music_61,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_62.wav,Classical-Music_62,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_63.wav,Classical-Music_63,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_64.wav,Classical-Music_64,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_65.wav,Classical-Music_65,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_66.wav,Classical-Music_66,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_67.wav,Classical-Music_67,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_68.wav,Classical-Music_68,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_69.wav,Classical-Music_69,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_70.wav,Classical-Music_70,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_71.wav,Classical-Music_71,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_72.wav,Classical-Music_72,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_73.wav,Classical-Music_73,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_74.wav,Classical-Music_74,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_75.wav,Classical-Music_75,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_76.wav,Classical-Music_76,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_77.wav,Classical-Music_77,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_78.wav,Classical-Music_78,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_79.wav,Classical-Music_79,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_80.wav,Classical-Music_80,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_81.wav,Classical-Music_81,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_82.wav,Classical-Music_82,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_83.wav,Classical-Music_83,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_84.wav,Classical-Music_84,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_85.wav,Classical-Music_85,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_86.wav,Classical-Music_86,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_87.wav,Classical-Music_87,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_88.wav,Classical-Music_88,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_89.wav,Classical-Music_89,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_90.wav,Classical-Music_90,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_91.wav,Classical-Music_91,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_92.wav,Classical-Music_92,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_93.wav,Classical-Music_93,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_94.wav,Classical-Music_94,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_95.wav,Classical-Music_95,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_96.wav,Classical-Music_96,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_97.wav,Classical-Music_97,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_98.wav,Classical-Music_98,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_99.wav,Classical-Music_99,0,9.99,1,1,1,Classical-Music-Low
Classical-Music_100.wav,Classical-Music_100,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_101.wav,Classical-Music_101,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_102.wav,Classical-Music_102,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_103.wav,Classical-Music_103,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_104.wav,Classical-Music_104,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_105.wav,Classical-Music_105,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_106.wav,Classical-Music_106,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_107.wav,Classical-Music_107,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_108.wav,Classical-Music_108,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_109.wav,Classical-Music_109,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_110.wav,Classical-Music_110,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_111.wav,Classical-Music_111,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_112.wav,Classical-Music_112,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_113.wav,Classical-Music_113,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_114.wav,Classical-Music_114,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_115.wav,Classical-Music_115,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_116.wav,Classical-Music_116,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_117.wav,Classical-Music_117,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_118.wav,Classical-Music_118,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_119.wav,Classical-Music_119,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_120.wav,Classical-Music_120,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_121.wav,Classical-Music_121,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_122.wav,Classical-Music_122,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_123.wav,Classical-Music_123,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_124.wav,Classical-Music_124,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_125.wav,Classical-Music_125,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_126.wav,Classical-Music_126,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_127.wav,Classical-Music_127,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_128.wav,Classical-Music_128,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_129.wav,Classical-Music_129,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_130.wav,Classical-Music_130,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_131.wav,Classical-Music_131,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_132.wav,Classical-Music_132,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_133.wav,Classical-Music_133,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_134.wav,Classical-Music_134,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_135.wav,Classical-Music_135,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_136.wav,Classical-Music_136,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_137.wav,Classical-Music_137,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_138.wav,Classical-Music_138,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_139.wav,Classical-Music_139,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_140.wav,Classical-Music_140,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_141.wav,Classical-Music_141,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_142.wav,Classical-Music_142,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_143.wav,Classical-Music_143,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_144.wav,Classical-Music_144,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_145.wav,Classical-Music_145,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_146.wav,Classical-Music_146,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_147.wav,Classical-Music_147,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_148.wav,Classical-Music_148,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_149.wav,Classical-Music_149,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_150.wav,Classical-Music_150,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_151.wav,Classical-Music_151,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_152.wav,Classical-Music_152,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_153.wav,Classical-Music_153,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_154.wav,Classical-Music_154,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_155.wav,Classical-Music_155,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_156.wav,Classical-Music_156,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_157.wav,Classical-Music_157,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_158.wav,Classical-Music_158,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_159.wav,Classical-Music_159,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_160.wav,Classical-Music_160,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_161.wav,Classical-Music_161,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_162.wav,Classical-Music_162,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_163.wav,Classical-Music_163,0,9.99,1,2,2,Classical-Music-Medium
Classical-Music_164.wav,Classical-Music_164,0,9.99,1,2,2,Classical-Music-Medium
